Product ID,Category,Color,Season,Price,Share Returned,Profit Per Product
1274,Pants,Grey,Summer,4.97,0.37,2.43
1275,Pants,Grey,Summer,5.25,0.45,2.71
1276,Pants,Blue,Summer,5.13,0.37,2.59
1277,Pants,Black,Summer,5.14,0.42,2.6
1278,Pants,Blue,Summer,6.85,0.84,4.54
1279,Pants,Black,Summer,6.24,0.9,3.93
1280,Pants,Black,Summer,6.05,0.41,3.74
1281,Shirts,White,Spring,1.17,0.41,0.31
1282,Shirts,Blue,Spring,0.99,0.36,0.12
1283,Shirts,White,Summer,1.28,0.92,0.53
1284,Shirts,Red,Winter,1.92,0.38,0.76
1285,Shirts,Green,Winter,2.46,0.51,1.31
1286,Shirts,Blue,Winter,2.0,0.33,0.84
1287,Shirts,White,Summer,2.14,0.0,0.98
1288,Shirts,Grey,Summer,1.33,0.34,0.18
1289,Shirts,Brown,Fall,3.18,0.57,1.73
1290,Shirts,Blue,Fall,3.03,0.5,1.59
1291,Shirts,White,Summer,1.62,0.35,0.95
1292,Shirts,Green,Summer,1.56,0.43,0.9
1293,Shirts,White,Summer,1.45,0.93,0.7
1294,Shirts,Brown,Winter,2.24,0.46,0.51
1295,Shirts,Blue,Winter,3.19,0.58,1.46
1296,Shirts,Grey,Winter,2.49,0.52,0.76
1297,Knit,Grey,Summer,1.93,0.42,0.48
1298,Knit,Grey,Summer,2.38,0.4,0.94
1299,Shirts,Grey,Fall,1.97,0.56,0.24
1300,Shirts,Brown,Summer,3.51,0.33,2.36
1301,Shirts,Green,Summer,2.81,0.37,1.66
1302,Shirts,Blue,Summer,2.98,0.39,1.83
1303,Shirts,White,Summer,2.56,0.56,1.41
1304,Shirts,Black,Summer,2.42,0.39,1.26
1305,Shirts,Grey,Winter,2.88,0.48,1.73
1306,Shirts,White,Summer,2.08,0.0,1.04
1307,Shirts,Green,Summer,1.67,0.31,0.63
1308,Shirts,Blue,Summer,2.29,0.0,1.25
1309,Shirts,Green,Summer,1.94,0.36,1.08
1310,Shirts,Red,Winter,2.02,0.29,0.87
1311,Shirts,Green,Winter,1.58,0.36,0.43
1312,Shirts,Blue,Winter,1.94,0.26,0.78
1313,Shirts,White,Summer,1.32,0.0,0.57
1314,Shirts,White,Winter,0.93,0.3,0.47
1315,Shirts,Green,Winter,0.63,0.19,0.17
1316,Shirts,Blue,Winter,0.95,0.26,0.49
1317,Shirts,White,Summer,1.63,0.28,1.06
1318,Shirts,Red,Winter,1.86,0.47,0.71
1319,Shirts,Green,Winter,2.61,0.25,1.45
1320,Shirts,Green,Winter,1.3,0.37,0.15
1321,Shirts,Blue,Winter,1.34,0.32,0.19
1322,Shirts,Grey,Winter,1.09,0.33,-0.06
1323,Pants,Grey,Winter,3.39,0.49,1.07
1324,Pants,Red,Winter,6.73,0.47,4.41
1325,Pants,Grey,Winter,6.09,0.51,3.77
1326,Pants,White,Spring,4.73,0.57,2.13
1327,Pants,Brown,Spring,4.93,0.48,2.33
1328,Pants,Grey,Spring,4.61,0.47,2.02
1329,Pants,Brown,Spring,8.02,0.5,5.42
1330,Pants,Blue,Spring,5.29,0.62,2.7
1331,Pants,Grey,Spring,7.04,0.58,4.45
1332,Pants,Black,Spring,7.18,0.44,4.59
1333,Pants,Grey,Spring,5.32,0.36,2.72
1334,Pants,White,Spring,4.84,0.54,2.53
1335,Pants,Pink,Spring,5.87,0.44,3.56
1336,Pants,Blue,Spring,5.42,0.5,3.11
1337,Pants,Blue,Spring,6.18,0.65,3.87
1338,Pants,Blue,Spring,5.08,0.42,2.77
1339,Pants,Blue,Spring,5.56,0.41,3.25
1340,Pants,Grey,Spring,5.52,0.6,3.21
1341,Pants,Grey,Spring,6.19,0.44,3.88
1342,Pants,Grey,Summer,4.94,0.64,2.62
1343,Pants,Black,Winter,6.9,0.54,4.3
1344,Pants,Blue,Winter,4.75,0.56,2.43
1345,Pants,Blue,Winter,6.93,0.43,4.04
1346,Pants,Grey,Winter,3.4,0.44,0.51
1347,Pants,Brown,Winter,3.28,0.71,0.97
1348,Pants,Grey,Winter,3.26,0.62,0.95
1349,Pants,Blue,Winter,3.84,0.44,1.53
1350,Pants,Black,Winter,4.3,0.5,1.99
1351,Pants,Grey,Winter,3.53,0.56,1.22
1352,Pants,Red,Winter,5.29,0.61,2.69
1353,Pants,Grey,Winter,6.07,0.35,3.47
1354,Pants,Grey,Winter,5.94,0.53,3.33
1355,Pants,Grey,Winter,4.72,0.51,2.12
1356,Pants,Black,Winter,3.93,0.65,1.61
1357,Pants,Blue,Winter,5.44,0.48,2.56
1358,Pants,Blue,Winter,6.63,0.5,4.02
1359,Pants,Blue,Summer,8.23,0.4,5.91
1360,Pants,Grey,Spring,5.31,0.47,2.99
1361,Pants,Blue,Spring,6.43,0.0,3.55
1362,Pants,Blue,Spring,5.31,0.49,2.43
1363,Shirts,Blue,Fall,2.3,0.46,1.15
1364,Pants,Black,Fall,6.22,0.62,3.9
1365,Pants,Blue,Winter,5.11,0.63,2.79
1366,Pants,Grey,Winter,4.82,0.74,2.5
1367,Pants,Blue,Fall,4.36,0.6,1.47
1368,Pants,Grey,Fall,4.35,0.5,1.47
1369,Pants,Black,Fall,6.04,0.36,3.72
1370,Pants,Blue,Fall,6.31,0.44,4.0
1371,Pants,Grey,Fall,6.79,0.57,4.48
1372,Pants,Black,Fall,9.01,0.71,6.69
1373,Pants,Grey,Summer,5.23,0.44,2.35
1374,Pants,Grey,Winter,3.29,0.51,0.41
1375,Pants,Black,Spring,2.67,0.63,0.36
1376,Pants,Grey,Spring,2.25,0.64,-0.06
1377,Pants,Grey,Spring,5.9,0.39,3.58
1378,Shirts,Blue,Fall,2.23,0.52,1.07
1379,Pants,Grey,Fall,5.55,0.52,3.23
1380,Pants,Red,Fall,5.45,0.56,3.14
1381,Pants,Grey,Fall,4.78,0.4,2.47
1382,Pants,Grey,Fall,6.73,0.2,4.42
1383,Pants,Black,Fall,5.88,0.32,3.57
1384,Pants,Grey,Fall,5.59,0.44,3.28
1385,Pants,Black,Fall,4.99,0.55,2.67
1386,Pants,Grey,Fall,5.01,0.41,2.13
1387,Pants,Grey,Winter,4.84,0.48,2.52
1388,Pants,Brown,Winter,3.54,0.62,1.22
1389,Pants,Grey,Summer,4.39,0.65,2.07
1390,Pants,Blue,Winter,6.27,0.63,3.95
1391,Pants,Red,Winter,5.35,0.37,3.03
1392,Pants,Blue,Fall,5.6,0.39,3.0
1393,Pants,Grey,Fall,4.72,0.49,2.4
1394,Pants,Black,Winter,6.78,0.45,4.46
1395,Pants,Blue,Winter,6.06,0.47,3.74
1396,Pants,Grey,Winter,5.61,0.67,3.28
1397,Pants,Green,Fall,9.13,0.69,6.25
1398,Pants,Red,Fall,8.83,0.65,5.95
1399,Pants,Grey,Winter,5.68,0.55,2.8
1400,Pants,Grey,Fall,2.88,0.51,0.28
1401,Pants,Blue,Fall,2.79,0.39,0.19
1402,Pants,Grey,Fall,3.23,0.37,0.63
1403,Pants,Brown,Summer,3.51,0.63,1.19
1404,Pants,Grey,Summer,3.85,0.5,1.53
1405,Pants,Grey,Fall,8.02,0.82,5.7
1406,Pants,Grey,Fall,5.83,0.51,3.51
1407,Pants,White,Spring,2.97,0.32,1.24
1408,Pants,Green,Spring,3.91,0.45,2.18
1409,Pants,Green,Spring,3.36,0.39,1.63
1410,Pants,Blue,Spring,3.62,0.29,1.89
1411,Pants,Blue,Spring,5.62,0.43,3.3
1412,Pants,White,Summer,3.29,0.53,1.27
1413,Pants,Grey,Fall,2.17,0.47,0.44
1414,Pants,Brown,Fall,2.23,0.56,0.5
1415,Pants,Blue,Fall,2.16,0.56,0.43
1416,Pants,White,Spring,4.06,0.59,1.46
1417,Pants,Red,Spring,5.63,0.74,3.03
1418,Pants,Brown,Spring,5.35,0.34,2.75
1419,Pants,Grey,Spring,7.29,0.37,4.7
1420,Pants,Brown,Spring,5.64,0.78,3.05
1421,Pants,Blue,Spring,3.1,0.39,0.51
1422,Pants,Blue,Spring,5.09,0.42,2.49
1423,Pants,Blue,Spring,6.38,0.38,3.78
1424,Pants,Grey,Spring,6.33,0.39,3.73
1425,Pants,Grey,Spring,6.21,0.35,3.61
1426,Pants,White,Summer,4.86,0.54,2.29
1427,Pants,Red,Summer,4.65,0.39,2.08
1428,Pants,Green,Summer,4.54,0.41,1.97
1429,Pants,Blue,Summer,5.01,0.6,2.45
1430,Pants,Grey,Summer,4.17,0.4,1.6
1431,Pants,White,Summer,3.43,0.4,1.3
1432,Pants,Blue,Summer,3.15,0.39,1.02
1433,Pants,Red,Summer,3.86,0.5,1.73
1434,Pants,Green,Summer,3.58,0.42,1.45
1435,Pants,Grey,Summer,3.82,0.46,1.69
1436,Shirts,Grey,Spring,2.41,0.44,1.26
1437,Pants,Brown,Spring,4.13,0.47,1.53
1438,Shirts,White,Summer,2.03,0.46,1.18
1439,Shirts,Red,Summer,2.01,0.59,1.16
1440,Shirts,Blue,Summer,2.07,0.36,1.22
1441,Pants,Blue,Winter,5.04,0.37,2.72
1442,Pants,Grey,Winter,5.44,0.55,2.55
1443,Pants,Black,Winter,6.46,0.45,3.57
1444,Pants,Brown,Fall,3.75,0.54,1.43
1445,Pants,Grey,Fall,3.49,0.59,1.17
1446,Pants,Black,Winter,6.05,0.52,3.73
1447,Pants,Pink,Winter,6.8,0.43,3.91
1448,Pants,Blue,Winter,6.13,0.46,3.25
1449,Pants,Grey,Winter,6.54,0.41,3.65
1450,Pants,Blue,Fall,4.95,0.51,2.34
1451,Pants,Blue,Fall,3.26,0.52,0.66
1452,Pants,Black,Winter,5.33,0.78,3.02
1453,Pants,Blue,Winter,3.81,0.63,1.49
1454,Pants,Blue,Winter,4.34,0.85,2.03
1455,Shirts,White,Summer,1.4,0.31,0.25
1456,Shirts,White,Summer,1.47,0.27,0.33
1457,Shirts,White,Summer,1.54,0.27,0.39
1458,Pants,Black,Fall,7.14,0.55,4.54
1459,Pants,Blue,Fall,2.83,0.61,0.51
1460,Pants,Brown,Fall,3.72,0.6,1.4
1461,Pants,Grey,Winter,5.4,0.61,3.38
1462,Pants,Grey,Winter,4.56,0.6,1.96
1463,Pants,White,Fall,6.23,0.63,3.63
1464,Pants,Brown,Fall,3.95,0.5,1.35
1465,Shirts,White,Summer,3.22,0.45,1.78
1466,Pants,Red,Winter,3.78,0.55,1.47
1467,Pants,Green,Winter,3.63,0.64,1.32
1468,Pants,Brown,Winter,5.1,0.42,2.79
1469,Pants,Grey,Winter,4.95,0.73,2.35
1470,Pants,White,Fall,2.13,0.52,0.68
1471,Pants,Blue,Fall,3.18,0.48,1.73
1472,Pants,Black,Fall,2.64,0.43,1.19
1473,Pants,White,Summer,3.15,0.49,1.7
1474,Pants,Red,Summer,2.9,0.47,1.45
1475,Pants,Blue,Summer,2.89,0.54,1.44
1476,Pants,Green,Winter,2.77,0.57,1.33
1477,Shirts,White,Winter,1.62,0.4,0.17
1478,Shirts,White,Summer,2.57,0.61,1.41
1479,Pants,White,Spring,4.1,0.6,1.79
1480,Pants,Black,Spring,3.15,0.61,0.84
1481,Pants,Brown,Summer,2.52,0.31,1.08
1482,Pants,Blue,Fall,4.99,0.65,2.68
1483,Pants,Blue,Fall,7.23,0.35,4.92
1484,Pants,Blue,Fall,6.29,0.4,3.98
1485,Pants,Grey,Fall,7.03,0.32,4.72
1486,Pants,Grey,Fall,6.19,0.59,3.88
1487,Pants,White,Spring,3.74,0.61,2.01
1488,Pants,White,Spring,3.42,0.54,1.69
1489,Pants,White,Summer,3.37,0.55,1.05
1490,Pants,White,Summer,3.11,0.49,0.79
1491,Pants,Grey,Summer,3.97,0.57,1.65
1492,Pants,Brown,Summer,2.58,0.47,0.27
1493,Pants,Grey,Summer,4.66,0.46,2.35
1494,Shirts,Blue,Fall,6.11,0.37,4.96
1495,Pants,Blue,Spring,3.11,0.54,1.09
1496,Pants,Brown,Spring,3.38,0.43,1.36
1497,Pants,Grey,Summer,3.41,0.59,0.53
1498,Pants,White,Summer,2.32,0.54,0.88
1499,Pants,Blue,Summer,2.34,0.57,0.89
1500,Pants,Blue,Summer,2.53,0.5,1.08
1501,Pants,Grey,Summer,3.06,0.54,1.62
1502,Shirts,Blue,Spring,2.18,0.34,1.03
1503,Shirts,Grey,Spring,2.19,0.28,1.03
1504,Shirts,White,Fall,3.62,0.66,2.48
1505,Shirts,Blue,Summer,3.62,0.31,2.47
1506,Shirts,Blue,Fall,3.73,0.26,2.0
1507,Shirts,Grey,Fall,2.46,0.23,0.73
1508,Dresses,Black,Summer,10.94,0.68,7.8
1509,Shirts,Blue,Fall,2.69,0.43,1.35
1510,Shirts,Grey,Fall,2.32,0.36,0.99
1511,Shirts,Blue,Summer,2.22,0.4,1.06
1512,Pants,Red,Fall,5.23,0.7,2.63
1513,Pants,Grey,Fall,5.8,0.59,3.2
1514,Pants,Blue,Fall,7.18,0.34,4.58
1515,Pants,Blue,Fall,6.64,0.23,4.04
1516,Pants,Grey,Fall,7.37,0.4,4.77
1517,Pants,Grey,Fall,7.68,0.28,5.08
1518,Shirts,White,Fall,1.67,0.34,0.63
1519,Shirts,Green,Fall,2.33,0.27,1.29
1520,Shirts,Brown,Fall,2.2,0.31,1.16
1521,Shirts,Blue,Fall,2.43,0.3,1.39
1522,Shirts,White,Fall,2.01,0.43,0.59
1523,Shirts,Blue,Fall,2.34,0.34,0.92
1524,Shirts,Pink,Fall,3.24,0.4,1.79
1525,Shirts,White,Winter,1.9,0.45,0.74
1526,Shirts,Green,Winter,1.37,0.43,0.22
1527,Shirts,Pink,Fall,4.21,0.42,1.9
1528,Jackets,Blue,Summer,12.57,0.58,7.2
1529,Shirts,White,Summer,4.47,0.66,3.06
1530,Shirts,Blue,Winter,2.53,0.5,0.52
1531,Jackets,White,Fall,8.27,0.35,2.9
1532,Jackets,Blue,Fall,10.24,0.4,4.87
1533,Jackets,Blue,Summer,9.52,0.78,4.15
1534,Jackets,Blue,Winter,13.08,0.44,7.71
1535,Jackets,Brown,Winter,12.61,0.47,7.24
1536,Jackets,Brown,Fall,14.63,0.49,8.86
1537,Jackets,Blue,Fall,17.12,0.4,11.34
1538,Jackets,Blue,Fall,9.57,0.58,4.2
1539,Jackets,Grey,Fall,6.99,0.45,0.38
1540,Jackets,Brown,Fall,6.76,0.49,0.15
1541,Jackets,Blue,Fall,7.3,0.51,0.69
1542,Jackets,Red,Summer,6.48,0.55,1.11
1543,Jackets,Grey,Summer,7.37,0.47,2.0
1544,Jackets,Brown,Fall,6.93,0.54,1.16
1545,Jackets,Grey,Summer,15.77,0.53,7.15
1546,Shirts,Blue,Winter,4.23,0.72,2.5
1547,Shirts,White,Summer,3.96,0.44,2.54
1548,Jackets,Brown,Fall,8.4,0.53,2.91
1549,Jackets,Blue,Fall,11.74,0.54,6.25
1550,Jackets,Grey,Summer,9.06,0.41,3.68
1551,Jackets,Blue,Winter,22.11,0.42,13.49
1552,Jackets,Black,Winter,20.61,0.55,11.99
1553,Jackets,Black,Winter,20.75,0.48,15.37
1554,Jackets,Grey,Winter,12.05,0.4,6.67
1555,Jackets,Red,Fall,7.19,0.37,1.82
1556,Jackets,Blue,Fall,5.53,0.49,0.16
1557,Jackets,Blue,Fall,5.72,0.5,0.35
1558,Jackets,Brown,Summer,8.57,0.53,3.38
1559,Shirts,Blue,Winter,3.65,0.59,2.5
1560,Jackets,Red,Summer,8.08,0.6,5.19
1561,Jackets,Brown,Summer,8.23,0.34,5.34
1562,Jackets,Blue,Summer,6.25,0.52,3.36
1563,Shirts,Red,Winter,1.48,0.15,1.02
1564,Shirts,Blue,Winter,1.31,0.21,0.84
1565,Shirts,Black,Winter,1.37,0.21,0.91
1566,Jackets,Green,Summer,8.01,0.51,1.4
1567,Jackets,Blue,Fall,7.47,0.55,2.56
1568,Jackets,Brown,Fall,5.72,0.63,0.82
1569,Jackets,Blue,Fall,8.9,0.46,3.12
1570,Jackets,Black,Fall,6.07,0.52,0.7
1571,Jackets,Grey,Fall,5.01,0.43,-0.36
1572,Jackets,Blue,Fall,4.51,0.44,-0.86
1573,Jackets,Grey,Winter,4.25,0.52,1.36
1574,Jackets,Brown,Winter,3.58,0.48,0.7
1575,Jackets,Blue,Winter,3.92,0.57,1.04
1576,Jackets,Red,Fall,5.17,0.36,0.27
1577,Jackets,Blue,Fall,6.29,0.32,1.39
1578,Jackets,Green,Fall,5.44,0.51,0.53
1579,Jackets,Grey,Fall,8.74,0.4,3.84
1580,Jackets,Red,Spring,16.05,0.65,8.86
1581,Jackets,Brown,Winter,12.23,0.52,7.04
1582,Jackets,Brown,Winter,11.12,0.53,5.75
1583,Jackets,Grey,Winter,11.52,0.63,6.15
1584,Jackets,Blue,Winter,11.6,0.48,6.41
1585,Jackets,Red,Winter,6.93,0.53,1.56
1586,Jackets,Blue,Winter,7.82,0.45,2.45
1587,Jackets,Grey,Winter,5.76,0.43,0.39
1588,Jackets,Blue,Fall,16.32,0.56,10.95
1589,Jackets,Black,Fall,12.52,0.46,7.15
1590,Jackets,Red,Spring,10.87,0.44,5.73
1591,Jackets,Grey,Spring,10.13,0.48,4.99
1592,Jackets,Grey,Fall,6.44,0.59,1.07
1593,Jackets,Blue,Fall,7.71,0.46,2.34
1594,Shirts,White,Fall,1.26,0.32,0.12
1595,Shirts,Red,Fall,1.51,0.4,0.36
1596,Shirts,Red,Fall,1.06,0.31,-0.09
1597,Shirts,Brown,Fall,1.1,0.33,-0.05
1598,Shirts,Blue,Fall,2.02,0.46,0.87
1599,Shirts,Blue,Fall,1.18,0.29,0.03
1600,Shirts,Grey,Fall,1.72,0.31,0.57
1601,Jackets,Blue,Fall,6.38,0.58,1.48
1602,Jackets,Blue,Summer,8.04,0.55,2.67
1603,Jackets,Green,Summer,8.56,0.36,3.19
1604,Shirts,Brown,Winter,2.68,0.38,1.23
1605,Jackets,Blue,Spring,7.09,0.47,1.72
1606,Jackets,Brown,Fall,7.16,0.58,1.68
1607,Jackets,Blue,Fall,7.84,0.53,2.36
1608,Jackets,Blue,Fall,6.58,0.61,1.21
1609,Jackets,Black,Summer,9.51,0.29,3.74
1610,Jackets,Red,Fall,7.71,0.49,2.81
1611,Jackets,Blue,Fall,8.93,0.5,4.03
1612,Shirts,White,Summer,0.84,0.4,0.26
1613,Shirts,Red,Summer,0.96,0.28,0.38
1614,Shirts,Brown,Summer,0.99,0.2,0.41
1615,Shirts,Brown,Summer,3.5,0.69,2.06
1616,Shirts,Grey,Winter,2.9,0.52,0.88
1617,Jackets,Brown,Fall,5.27,0.49,0.36
1618,Jackets,Grey,Spring,7.74,0.75,2.84
1619,Jackets,Grey,Spring,7.58,0.46,2.68
1620,Jackets,Blue,Winter,12.12,0.49,6.75
1621,Jackets,Brown,Winter,12.21,0.46,6.84
1622,Jackets,White,Summer,8.16,0.5,2.95
1623,Jackets,Black,Summer,16.09,0.75,10.31
1624,Jackets,Brown,Winter,13.64,0.59,8.27
1625,Jackets,Brown,Winter,13.36,0.67,7.99
1626,Jackets,Red,Fall,22.77,0.63,17.4
1627,Jackets,Blue,Fall,20.29,0.63,14.92
1628,Jackets,Black,Fall,21.68,0.69,16.31
1629,Jackets,Grey,Fall,21.16,0.51,15.79
1630,Jackets,Black,Summer,14.12,0.0,8.34
1631,Jackets,White,Winter,21.19,0.6,15.82
1632,Jackets,Black,Summer,7.23,0.51,1.75
1633,Jackets,White,Winter,10.48,0.44,1.85
1634,Jackets,Grey,Winter,13.85,0.59,5.22
1635,Shirts,Grey,Summer,3.01,0.41,1.86
1636,Shirts,Pink,Fall,2.78,0.22,1.63
1637,Jackets,Blue,Fall,9.05,0.48,3.68
1638,Jackets,Brown,Summer,16.36,0.32,10.58
1639,Jackets,Black,Summer,17.14,0.41,11.37
1640,Jackets,Grey,Spring,7.98,0.55,3.65
1641,Jackets,Blue,Spring,9.13,0.53,4.8
1642,Jackets,Grey,Winter,11.84,0.52,6.36
1643,Jackets,Brown,Winter,10.42,0.54,4.94
1644,Jackets,Black,Winter,15.12,0.57,7.93
1645,Jackets,Grey,Winter,16.32,0.61,9.13
1646,Jackets,Brown,Fall,14.7,0.69,9.33
1647,Jackets,Blue,Winter,10.78,0.58,3.88
1648,Jackets,Black,Winter,14.13,0.48,7.23
1649,Jackets,Blue,Winter,7.18,0.63,2.01
1650,Jackets,Black,Winter,7.24,0.72,2.08
1651,Jackets,Grey,Winter,7.25,0.7,2.08
1652,Jackets,Red,Summer,12.1,0.6,6.73
1653,Jackets,Grey,Summer,13.92,0.94,8.55
1654,Jackets,Blue,Summer,14.71,0.42,9.34
1655,Jackets,Grey,Summer,8.93,0.66,3.16
1656,Blazers,White,Spring,13.94,0.57,10.1
1657,Jackets,Black,Winter,14.98,0.53,6.93
1658,Jackets,Grey,Winter,17.71,0.51,9.66
1659,Jackets,Brown,Summer,20.99,0.47,14.09
1660,Jackets,Brown,Winter,10.47,0.51,5.1
1661,Jackets,Brown,Spring,6.46,0.53,1.09
1662,Jackets,Blue,Spring,10.89,0.38,6.56
1663,Jackets,White,Summer,8.29,0.68,3.38
1664,Shirts,White,Winter,2.78,0.41,1.33
1665,Jackets,Red,Spring,5.31,0.47,2.43
1666,Jackets,Brown,Spring,5.31,0.54,2.43
1667,Jackets,Blue,Spring,6.82,0.38,3.93
1668,Jackets,Brown,Winter,13.58,0.59,4.95
1669,Jackets,Blue,Winter,13.02,0.56,4.39
1670,Jackets,Brown,Summer,8.37,0.43,3.0
1671,Jackets,Red,Summer,6.44,0.68,4.42
1672,Jackets,Black,Spring,10.51,0.66,5.02
1673,Jackets,Grey,Summer,14.55,0.94,8.77
1674,Jackets,Brown,Winter,10.87,0.42,5.5
1675,Jackets,Grey,Winter,11.07,0.42,5.7
1676,Jackets,Grey,Winter,9.57,0.6,4.19
1677,Jackets,Red,Fall,2.77,0.48,-0.1
1678,Jackets,Brown,Fall,4.36,0.58,1.48
1679,Jackets,Blue,Fall,2.92,0.43,0.04
1680,Jackets,Brown,Winter,11.1,0.51,5.32
1681,Jackets,Grey,Winter,11.4,0.42,5.62
1682,Jackets,Black,Winter,10.88,0.4,5.1
1683,Jackets,Brown,Winter,9.72,0.61,3.95
1684,Jackets,Blue,Winter,10.48,0.56,4.7
1685,Jackets,Brown,Winter,10.3,0.58,4.93
1686,Jackets,Grey,Winter,9.02,0.5,3.65
1687,Jackets,Blue,Winter,11.97,0.71,6.6
1688,Jackets,Black,Winter,14.04,0.52,8.67
1689,Shirts,White,Summer,2.43,0.49,1.28
1690,Shirts,Blue,Summer,1.79,0.41,0.64
1691,Jackets,Grey,Summer,11.15,0.48,5.78
1692,Jackets,Black,Summer,20.32,0.99,13.71
1693,Jackets,Grey,Summer,14.83,0.0,8.22
1694,Jackets,Brown,Winter,9.75,0.46,4.38
1695,Jackets,Grey,Winter,16.66,0.46,11.29
1696,Jackets,Brown,Winter,8.63,0.54,3.26
1697,Jackets,Grey,Winter,12.11,0.26,6.74
1698,Jackets,Brown,Winter,10.71,0.46,3.52
1699,Jackets,Brown,Winter,12.84,0.5,5.65
1700,Jackets,White,Winter,14.81,0.64,9.44
1701,Jackets,Grey,Winter,13.72,0.74,8.35
1702,Jackets,Brown,Fall,3.92,0.59,1.03
1703,Jackets,Blue,Fall,2.72,0.46,-0.17
1704,Jackets,Black,Fall,3.29,0.47,0.41
1705,Jackets,Brown,Fall,3.63,0.58,0.74
1706,Shirts,Red,Fall,1.93,0.6,0.78
1707,Shirts,Grey,Fall,1.66,0.29,0.5
1708,Shirts,Grey,Summer,1.84,0.25,0.69
1709,Shirts,Grey,Summer,2.39,0.33,1.23
1710,Jackets,Blue,Winter,15.66,0.36,10.28
1711,Jackets,Black,Winter,16.46,0.4,11.09
1712,Shirts,Grey,Winter,2.32,0.56,0.59
1713,Jackets,White,Winter,15.87,0.59,10.5
1714,Jackets,Brown,Winter,8.98,0.51,1.82
1715,Jackets,Grey,Winter,9.08,0.48,1.92
1716,Jackets,Black,Fall,18.41,0.49,13.04
1717,Jackets,Blue,Winter,13.85,0.66,8.48
1718,Jackets,Brown,Winter,10.67,0.67,5.29
1719,Jackets,Red,Winter,14.06,0.45,8.87
1720,Jackets,Blue,Winter,13.09,0.49,7.89
1721,Jackets,Brown,Winter,9.7,0.59,5.37
1722,Jackets,Pink,Winter,7.66,0.52,3.33
1723,Jackets,Red,Winter,8.51,0.49,4.18
1724,Jackets,Blue,Winter,10.04,0.48,5.71
1725,Jackets,Brown,Summer,5.1,0.45,-0.27
1726,Jackets,Blue,Summer,5.31,0.55,-0.06
1727,Jackets,Grey,Fall,4.37,0.68,-1.0
1728,Jackets,Blue,Fall,4.38,0.6,-0.99
1729,Jackets,Brown,Winter,10.05,0.39,4.86
1730,Jackets,Grey,Winter,7.87,0.37,2.68
1731,Shirts,Blue,Summer,2.72,0.4,1.27
1732,Shirts,Grey,Summer,2.55,0.45,1.1
1733,Jackets,Grey,Fall,5.42,0.55,1.67
1734,Jackets,Blue,Fall,7.57,0.53,3.81
1735,Jackets,Black,Fall,6.15,0.52,2.4
1736,Jackets,Brown,Winter,9.17,0.62,3.8
1737,Jackets,Black,Winter,13.94,0.59,8.57
1738,Jackets,Grey,Winter,10.36,0.57,4.99
1739,Jackets,Brown,Winter,6.49,0.56,1.12
1740,Jackets,Brown,Winter,11.01,0.52,5.64
1741,Jackets,Brown,Winter,13.54,0.61,8.17
1742,Jackets,Grey,Winter,9.42,0.7,4.05
1743,Jackets,Brown,Winter,10.72,0.58,4.95
1744,Jackets,Blue,Winter,11.92,0.51,6.15
1745,Jackets,Brown,Winter,6.01,0.59,3.04
1746,Jackets,Blue,Winter,3.3,0.53,0.33
1747,Jackets,Red,Winter,7.43,0.52,1.95
1748,Jackets,Grey,Winter,8.6,0.63,3.11
1749,Jackets,Black,Winter,10.48,0.6,5.0
1750,Shirts,White,Summer,1.28,0.5,0.83
1751,Shirts,Blue,Summer,1.17,0.24,0.72
1752,Shirts,Black,Summer,1.32,0.36,0.87
1753,Shirts,Brown,Summer,1.15,0.36,0.7
1754,Shirts,Grey,Summer,1.05,0.36,0.6
1755,Jackets,Brown,Winter,7.44,0.47,3.11
1756,Jackets,Grey,Winter,10.23,0.57,5.9
1757,Jackets,Grey,Winter,10.18,0.44,5.85
1758,Jackets,Brown,Winter,8.2,0.6,3.3
1759,Jackets,Grey,Winter,9.38,0.4,4.48
1760,Jackets,Grey,Winter,8.35,0.64,3.44
1761,Shirts,Grey,Summer,2.56,0.44,1.11
1762,Shirts,Brown,Spring,1.47,0.53,0.02
1763,Shirts,Red,Spring,1.96,0.56,0.52
1764,Shirts,Grey,Spring,1.22,0.47,-0.22
1765,Shirts,Blue,Spring,1.95,0.44,0.5
1766,Shirts,Grey,Spring,1.81,0.56,0.36
1767,Shirts,Pink,Winter,3.66,0.36,1.64
1768,Shirts,Grey,Winter,3.57,0.58,1.84
1769,Shirts,Pink,Fall,2.09,0.55,0.94
1770,Shirts,Grey,Fall,2.27,0.57,1.11
1771,Shirts,Grey,Winter,3.43,0.39,1.7
1772,Dresses,Pink,Summer,5.28,0.81,2.15
1773,Blazers,Red,Summer,6.48,0.68,4.22
1774,Blazers,Blue,Summer,5.33,0.37,3.07
1775,Blazers,Blue,Summer,5.22,0.72,2.96
1776,Blazers,Black,Summer,5.95,0.46,3.7
1777,Shirts,Blue,Winter,2.77,0.46,1.63
1778,Shirts,Blue,Fall,1.93,0.44,0.49
1779,Shirts,Brown,Winter,2.49,0.48,1.34
1780,Shirts,White,Winter,2.77,0.39,1.32
1781,Shirts,White,Spring,2.34,0.32,1.18
1782,Shirts,Grey,Winter,2.64,0.38,1.2
1783,Knit,Red,Spring,3.75,0.8,1.73
1784,Knit,Blue,Spring,4.57,0.29,2.55
1785,Knit,Grey,Spring,3.33,0.21,1.31
